ID: 20231204180412_23518

Problem: dtlz2
Number of objects: 2
Number of variables: 2

Algorithm choice: 2
Algorithm phase strategy: global + local
First phase rate: 0.5
Population size: 11
Maximum number of function evaluations: 300

IGD: 0.007967603110166366
GD: 0.0036350512895094436
HV: 0.4153917009118357
Time cost: 1355.9330999851227

non_dom_solutions:
[0.7505347648863673, 0.46317152699428493]
[4.0458358885331336e-11, 0.49986422703024663]
[0.0029627469774737986, 0.4999719084485591]
[0.0020537874259643207, 0.4999719084485591]
[0.004243403676149449, 0.49996931850403775]
[0.005594453561297119, 0.4999719084485591]
[0.003641065228317697, 0.4999719084485591]
[0.003251637877814767, 0.4999719084485591]
[0.0035217027614452556, 0.4999889635176655]
[0.003936441315903982, 0.49990636355885115]
[0.005149500615952263, 0.4999719084485591]
[0.005628212810852587, 0.5000232126047451]
[0.0040584207857543575, 0.4999970393337321]
[0.0038869499557209475, 0.4999262812978555]
[0.0037987404525193225, 0.4999719084485591]
[0.004200247994502304, 0.4999719084485591]
[0.003121286877802165, 0.49998086544617565]
[0.003055986622479301, 0.4999719084485591]
[0.003226098588602594, 0.4999719084485591]
[0.005547241305227407, 0.5000454512621881]
[0.004435204077865018, 0.4999666960152826]
[0.0054134858830591215, 0.4999719084485591]
[0.003422365043425246, 0.4998833811980536]
[0.004454052691362731, 0.4999719084485591]
[0.00480671934503879, 0.4999719084485591]
[0.0030182105831305373, 0.4999719084485591]
[0.003872999489178741, 0.4999719084485591]
[0.0036140935728550816, 0.49997122816896383]
[0.004790465201592875, 0.5000009397287499]
[0.00511194726515854, 0.499924442800586]
[0.00472626792850972, 0.4999719084485591]
[0.0055636155964813305, 0.4999719084485591]
[0.0040292599223976655, 0.4999719084485591]
[0.004998762256827549, 0.5002000798928438]
[0.004424707308115505, 0.49998864613268273]
[0.0031898948398835225, 0.49997357419522875]
[0.004864986191341847, 0.4999719084485591]
[0.0044594538336823475, 0.4999719084485591]
[0.004022425277974084, 0.4999719084485591]
[0.00312441023763127, 0.4999719084485591]
[0.0039656967916880115, 0.4999719084485591]
[0.0046661532458118216, 0.49999256264105524]
[0.00499034132369458, 0.49979628915785346]
[0.003483107290732021, 0.4999784385604941]
[0.0042098602757095205, 0.4999719084485591]
[0.004482243022172372, 0.4999719084485591]
[0.003524865044938319, 0.4999719084485591]
[0.0043936148774741945, 0.4999719084485591]
[0.003909150091664204, 0.49996703631271866]
[0.003162324015172413, 0.5000096870194968]
[0.004583486863927566, 0.4999719084485591]
[0.0035009196701963896, 0.5000372596129027]
[0.005116782639767503, 0.4999719084485591]
[0.00468958019545751, 0.4999719084485591]
[0.004370023924533117, 0.4999719084485591]
[0.005902267028214725, 0.5000659133261673]
[0.005326841806647609, 0.4999882578041265]
[0.003461460755652332, 0.5000564194112874]
[0.0038878475563149384, 0.4999719084485591]
[0.004815942711704102, 0.4999719084485591]
[0.00427495993571575, 0.49987276188261826]
[0.0038934044723503286, 0.5000082783892108]
[0.003076128210522555, 0.4999719084485591]
[0.004536555605857917, 0.4999719084485591]
[0.004343199713056106, 0.4999719084485591]
[0.004480902190031166, 0.5000543176627749]
[0.0032723066173632465, 0.4999719084485591]
[0.004273077842286949, 0.4999719084485591]
[0.004453627988959069, 0.4999719084485591]
[0.004558186544373205, 0.4999719084485591]
[0.0045257859242859855, 0.4999719084485591]
[0.003876846702226891, 0.5000044570403243]
[0.005401861122445645, 0.4999664844502876]
[0.0037918484599899355, 0.49997037928112015]
[0.0037781104803076837, 0.4997952965518471]
[0.00529392233017506, 0.4999719084485591]
[0.005042322563479806, 0.5000384621970021]
[0.002688276323625449, 0.500042228061082]
[0.003310620282951149, 0.4999719084485591]
[0.0024615480353185892, 0.4999727695207923]
[0.003151426489822695, 0.4999734124128865]
[0.0036195081578354604, 0.4999719084485591]
[0.0025928145937119396, 0.4999719084485591]
[0.0028228360741633096, 0.4999719084485591]
[0.006932904213161173, 0.4999719084485591]
[0.00424869405126127, 0.4999719084485591]
[0.005818058697938833, 0.4999719084485591]
[0.003930324311738231, 0.49996380976467886]
[0.004507180910216985, 0.4999992766546533]
[0.005011852228562597, 0.4999719084485591]
[0.003859120283259909, 0.4999719084485591]
[0.003967201238875451, 0.4999791483962465]
[0.0029057980561621455, 0.4999719084485591]
[0.005098047079350132, 0.49991890385723886]
[0.003725794060620513, 0.49989478936078324]
[0.0031152877713168936, 0.4999719084485591]
[0.005465273094687861, 0.4999719084485591]
[0.004868030093439862, 0.4999529824108815]
[0.0037822245562775247, 0.4999170355336597]

non_dom_solutions_y:
[0.38242523 0.92545419]
[0.82708628 0.5679066 ]
[0.90370976 0.42817787]
[0.28732991 0.9578461 ]
[0.85960384 0.5136105 ]
[0.92869418 0.37088374]
[0.96220594 0.27238305]
[0.10848484 0.99418116]
[0.9996794 0.0253598]
[0.02027633 1.00002468]
[0.96258496 0.27103249]
[0.29201967 0.95642675]
[0.99977757 0.0246972 ]
[0.12864442 0.99192293]
[0.47186098 0.8817214 ]
[0.77945744 0.6282044 ]
[0.89570664 0.44467655]
[0.98656382 0.16478079]
[0.02590997 0.99967231]
[0.96417447 0.26528396]
[0.02568775 0.9997523 ]
[0.30030671 0.95384688]
[0.15290946 0.98831584]
[0.999279   0.03867025]
[0.77699003 0.63217896]
[0.89157941 0.45305659]
[0.96522323 0.26144236]
[0.46561066 0.88523308]
[0.96650377 0.25666443]
[0.331955   0.94329811]
[0.84743787 0.53125238]
[0.94273524 0.33359557]
[0.07028485 0.99825097]
[0.73350777 0.68121827]
[0.43183015 0.90203211]
[0.21428979 0.97677187]
[0.98332656 0.18222067]
[0.64999094 0.76001398]
[0.72915679 0.68459597]
[0.99545306 0.0952715 ]
[0.28173279 0.95949468]
[0.83353344 0.55249969]
[0.10112218 0.99520768]
[0.90110944 0.434018  ]
[0.54776388 0.83705954]
[0.94405149 0.3309491 ]
[0.72076026 0.69361063]
[0.11284183 0.99385922]
[0.88842193 0.45927939]
[0.03932377 0.99930915]
[0.99553596 0.09459081]
[0.55895597 0.8299324 ]
[0.90335822 0.42907932]
[0.90469013 0.42674086]
[0.48849258 0.87300267]
[0.94931479 0.31464822]
[0.93987549 0.34160711]
[4.65629944e-08 1.00002827e+00]
[0.80560202 0.59259643]
[0.1065816  0.99430649]
[0.99647284 0.08595502]
[0.15414796 0.98807639]
[0.97202544 0.23493437]
[0.9948135  0.10255614]
[0.98601017 0.16782221]
[0.49451441 0.86986025]
[0.89570335 0.4446797 ]
[0.65489309 0.7563385 ]
[0.14732345 0.98915931]
[2.65206723e-08 1.00003908e+00]
[0.77817292 0.62903812]
[0.10185617 0.99487792]
[0.95085235 0.30987904]
[0.97870163 0.22302119]
[0.99999432 0.00376079]
[0.64144494 0.7679635 ]
[0.11042006 0.99391745]
[0.50436087 0.8649611 ]
[0.1557027 0.9878366]
[0.8908933  0.45425853]
[0.99719435 0.07528551]
[0.14639101 0.98922852]
[0.48211721 0.87765455]
[0.65874865 0.7528914 ]
[0.96621951 0.25952818]
[0.10638554 0.99435339]
[0.99191837 0.12701118]
[0.88827536 0.45931183]
[0.98617496 0.16575736]
[0.78056716 0.62538923]
[0.11721549 0.99375045]
[0.88910582 0.45772254]
[0.98751707 0.15752485]
[0.99434687 0.10620198]
[0.02916958 0.99960276]
[0.34776058 0.93801346]
[0.62636401 0.77978701]
[0.61245501 0.7907424 ]
[0.30919981 0.95127725]
[0.05074014 0.9987402 ]
[0.11958026 0.99283969]
[0.76467952 0.64443707]
[0.99559449 0.09377125]
[0.55176696 0.83403224]
[0.87851354 0.47896539]
[0.99895781 0.04568064]
[0.69800411 0.71609984]
[0.99998144 0.00609299]
[0.99990082 0.01408409]
[1.00000000e+00 1.23434227e-09]
[1.00000000e+00 4.10188533e-05]
[1.0000000e+00 1.8583104e-05]
[1.00000000e+00 5.48114443e-06]
[0.99988389 0.01523816]
[1.00000000e+00 5.61154753e-05]
[0.9996405  0.02681177]
[0.9994367  0.03356004]
[0.99960302 0.02817474]
[1.00000002e+00 6.35518427e-11]
[0.99998917 0.00465386]
[0.9999948  0.00322608]
[0.99997779 0.00666547]
[0.99996139 0.00878763]
[0.99998365 0.00571934]
[0.99998696 0.00510764]
[0.9999847  0.00553185]
[0.99998089 0.00618331]
[0.99996729 0.00808873]
[0.99996092 0.00884066]
[0.99997968 0.00637491]
[0.99998137 0.00610557]
[0.9999822  0.00596701]
[0.99997824 0.00659769]
[0.99998798 0.00490289]
[0.99998848 0.00480031]
[0.99998716 0.00506752]
[0.99996204 0.00871348]
[0.99997573 0.00696675]
[0.99996385 0.00850338]
[0.99998556 0.00537581]
[0.99997553 0.00699635]
[0.9999715  0.00755031]
[0.99998876 0.00474098]
[0.9999815  0.00608366]
[0.99998389 0.00567697]
[0.99997169 0.00752477]
[0.99996777 0.00802974]
[0.99997244 0.00742394]
[0.99996181 0.0087392 ]
[0.99997997 0.0063291 ]
[0.99996921 0.00785196]
[0.99997585 0.00695026]
[0.99998745 0.00501065]
[0.9999708  0.00764183]
[0.99997547 0.00700484]
[0.99998004 0.00631837]
[0.99998796 0.00490779]
[0.9999806  0.00622926]
[0.99997314 0.00732951]
[0.99996932 0.00783873]
[0.99998503 0.00547122]
[0.99997814 0.00661278]
[0.99997522 0.00704063]
[0.99998467 0.00553682]
[0.99997619 0.00690142]
[0.99998115 0.00614044]
[0.99998766 0.00496735]
[0.99997408 0.00719966]
[0.99998488 0.0054992 ]
[0.9999677  0.00803734]
[0.99997287 0.00736631]
[0.99997644 0.00686436]
[0.99995703 0.00927113]
[0.99996499 0.00836729]
[0.99998522 0.00543722]
[0.99998135 0.00610698]
[0.99997139 0.00756479]
[0.99997747 0.00671504]
[0.9999813  0.00611571]
[0.99998833 0.00483195]
[0.99997461 0.00712594]
[0.99997673 0.00682223]
[0.99997523 0.00703853]
[0.99998679 0.0051401 ]
[0.99997747 0.00671208]
[0.99997553 0.00699569]
[0.99997437 0.00715992]
[0.99997473 0.00710903]
[0.99998146 0.0060897 ]
[0.999964   0.00848512]
[0.99998226 0.00595619]
[0.99998243 0.00593461]
[0.99996543 0.00831558]
[0.99996863 0.00792038]
[0.99999109 0.00422272]
[0.99998648 0.00520029]
[0.99999253 0.00386658]
[0.99998775 0.00495023]
[0.99998384 0.00568548]
[0.99999171 0.00407277]
[0.99999017 0.00443409]
[0.9999407  0.01088997]
[0.99997773 0.00667378]
[0.99995824 0.00913886]
[0.99998094 0.0061737 ]
[0.99997494 0.0070798 ]
[0.99996901 0.00787252]
[0.99998163 0.00606185]
[0.99998058 0.00623162]
[0.99998958 0.0045644 ]
[0.99996794 0.00800791]
[0.99998289 0.00585243]
[0.99998803 0.00489346]
[0.99996315 0.00858473]
[0.99997077 0.00764661]
[0.99998236 0.00594107]
